Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100,Entry_Year,days_before_charting,Age_Percentage_15_30
The Way I Live,BABY BOY DA PRINCE featuring LIL BOOSIE,0.8318515470000001,0.863885602,100,21,26,0.8759999999999999,0.44799999999999995,0.0,-8.302999999999999,0.267,0.0176,0.0,0.0862,0.72,90.01899999999999,324907.0,4.0,0,0,0,0,1,45.0,0,0,1,2006,101,21.0
Crying Out For Me,MARIO,0.8470869759999999,0.851875113,97,33,20,0.546,0.7140000000000001,1.0,-6.869,0.0802,0.203,0.0,0.353,0.528,130.244,261560.0,4.0,0,0,0,0,2,73.0,0,1,3,2007,116,20.9
Little Talks,OF MONSTERS AND MEN,0.935949893,0.891599013,92,49,26,0.46,0.7859999999999999,1.0,-5.2379999999999995,0.038,0.0215,0.0,0.133,0.408,103.19200000000001,266600.0,4.0,0,0,0,0,0,76.0,0,0,1,2012,123,20.9
Sunglasses At Night,COREY HART,0.8550226590000001,0.79014766,75,7,23,0.6859999999999999,0.609,10.0,-11.469000000000001,0.0444,0.258,0.00015,0.113,0.7190000000000001,127.736,320528.0,4.0,0,0,0,0,1,57.77835159,0,2,6,1984,126,26.6
Ass Back Home,GYM CLASS HEROES featuring NEON HITCH,0.888904527,0.9037412459999999,100,12,23,0.716,0.838,10.0,-4.289,0.0513,0.134,0.0,0.14800000000000002,0.6459999999999999,130.034,222213.0,4.0,0,0,0,0,0,70.0,0,0,1,2011,61,20.9
Hello Darlin',CONWAY TWITTY,0.802920248,0.677132015,88,60,8,0.406,0.265,0.0,-14.909,0.0278,0.762,2.51e-06,0.11199999999999999,0.45899999999999996,83.225,145867.0,3.0,0,0,0,1,7,57.77835159,0,2,9,1970,102,24.0
Twilight Zone,2 UNLIMITED,0.8012758790000001,0.627876981,90,49,20,0.7,0.99,3.0,-7.559,0.0499,0.0873,0.0021100000000000003,0.151,0.77,127.884,248197.0,4.0,3,0,0,0,0,24.0,0,0,2,1992,134,22.6
Novacane,FRANK OCEAN,0.843420759,0.867097282,82,82,4,0.764,0.509,3.0,-9.208,0.10400000000000001,0.0726,0.000603,0.162,0.38299999999999995,93.505,302347.0,4.0,0,0,0,2,7,88.0,0,0,7,2011,53,20.9
You Had Me From Hello,KENNY CHESNEY,0.822989656,0.7947166379999999,71,34,20,0.595,0.39299999999999996,2.0,-9.908999999999999,0.0292,0.508,0.0,0.153,0.2,137.744,230827.0,4.0,0,0,0,0,5,77.0,0,0,39,1999,82,21.0
Figured You Out,NICKELBACK,0.8114524190000001,0.758310604,76,65,19,0.544,0.867,10.0,-5.527,0.0517,2.6300000000000002e-05,0.0165,0.266,0.726,93.925,228480.0,4.0,0,0,0,0,5,57.77835159,1,3,11,2004,67,20.9
Who's Your Daddy?,TOBY KEITH,0.831175421,0.79892606,74,22,20,0.688,0.8690000000000001,9.0,-4.198,0.0389,0.313,0.0224,0.0498,0.856,126.29899999999999,238013.0,4.0,0,0,0,0,7,72.0,0,0,35,2002,47,20.8
Fistful Of Tears,MAXWELL,0.81528221,0.787619952,99,99,1,0.7440000000000001,0.62,0.0,-6.995,0.0558,0.17600000000000002,0.0,0.10099999999999999,0.701,123.03200000000001,219267.0,3.0,0,0,0,3,13,65.0,0,1,6,2010,130,20.9
1st Of Tha Month,BONE THUGS-N-HARMONY,0.8574286520000001,0.829717134,53,14,20,0.7290000000000001,0.581,5.0,-8.235,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680.0,4.0,0,0,0,1,3,71.0,1,0,4,1995,72,21.4
Soul Survivor,YOUNG JEEZY featuring AKON,0.8866072559999999,0.90296984,83,4,24,0.6709999999999999,0.499,10.0,-7.766,0.0442,0.00123,0.0,0.239,0.0854,84.045,280013.0,4.0,1,0,0,0,4,79.0,0,1,0,2005,49,21.0
I Just Wanna Live,GOOD CHARLOTTE,0.86126568,0.8378339570000001,55,51,8,0.8029999999999999,0.83,10.0,-4.636,0.0356,0.0144,0.0,0.10300000000000001,0.935,111.03299999999999,166053.0,4.0,1,0,0,0,0,72.0,0,0,4,2005,89,21.0
The Remedy (I Won't Worry),JASON MRAZ,0.84979546,0.887059301,70,15,28,0.589,0.867,10.0,-4.523,0.0385,0.04,0.0,0.306,0.795,94.51899999999999,256441.0,4.0,0,0,0,2,4,81.0,0,2,3,2003,53,20.9
I Love It Loud,KISS,0.820615435,0.7374672859999999,104,104,2,0.419,0.897,5.0,-6.43,0.0518,0.000437,1.89e-06,0.0798,0.22899999999999998,171.03099999999998,255427.0,4.0,0,0,0,0,1,74.0,0,0,21,1983,71,26.8
Watermelon Crawl,TRACY BYRD,0.830077809,0.6987946159999999,87,81,5,0.778,0.701,0.0,-9.327,0.0285,0.17,0.0,0.128,0.9640000000000001,136.733,181973.0,4.0,0,0,0,0,0,60.0,0,0,9,1994,88,21.8
How Forever Feels,KENNY CHESNEY,0.813431701,0.798454778,80,27,21,0.723,0.674,7.0,-7.4270000000000005,0.0297,0.0986,1.83e-05,0.27899999999999997,0.61,124.9,188200.0,4.0,0,0,0,0,5,77.0,0,0,39,1999,61,21.0
Dangerous,KARDINAL OFFISHALL featuring AKON,0.894648815,0.882760532,91,5,27,0.951,0.79,8.0,-5.79,0.081,0.0042899999999999995,0.0,0.0845,0.78,117.007,246053.0,4.0,1,0,0,0,0,63.0,0,1,0,2008,67,21.0
The Seashores Of Old Mexico,GEORGE STRAIT,0.814868395,0.781783455,86,85,7,0.496,0.579,6.0,-7.428999999999999,0.0336,0.16399999999999998,0.000679,0.335,0.499,156.953,251333.0,3.0,0,0,0,1,16,76.0,0,0,29,2006,75,21.0
Private Dancer,TINA TURNER,0.852208174,0.817276035,58,7,18,0.5870000000000001,0.5720000000000001,2.0,-9.656,0.0413,0.363,0.0871,0.0915,0.47100000000000003,115.46600000000001,434373.0,4.0,0,0,0,8,25,71.0,1,5,8,1985,83,26.0
Don't Be Cruel,BOBBY BROWN,0.8214985659999999,0.809062802,86,8,26,0.7809999999999999,0.731,6.0,-12.277000000000001,0.0565,0.000127,3.06e-05,0.235,0.7170000000000001,102.398,408307.0,4.0,0,0,0,1,2,61.0,1,7,0,1988,68,24.5
Bad Girlfriend,THEORY OF A DEADMAN,0.8777351390000001,0.838214628,98,98,1,0.504,0.9570000000000001,0.0,-2.657,0.0529,0.00298,0.0,0.187,0.6759999999999999,135.013,205627.0,4.0,0,0,0,0,0,76.0,0,0,2,2008,136,21.0
Return To Sender,ELVIS PRESLEY,0.845021028,0.8069028490000001,68,2,16,0.838,0.616,8.0,-6.502000000000001,0.0433,0.575,0.0,0.0785,0.971,131.719,128307.0,4.0,1,0,1,3,14,82.0,2,13,48,1962,45,20.2
Flavor Of The Weak,AMERICAN HI-FI,0.8285905990000001,0.814143246,69,41,20,0.389,0.9590000000000001,10.0,-1.886,0.0745,0.00040599999999999995,1.09e-05,0.335,0.597,151.334,188840.0,4.0,0,0,0,0,0,52.0,0,0,1,2001,145,20.9
Please Don't Go Girl,NEW KIDS ON THE BLOCK,0.816149259,0.788013187,92,10,28,0.6609999999999999,0.598,3.0,-6.9670000000000005,0.0359,0.187,0.0,0.0605,0.653,151.53799999999998,247227.0,4.0,0,0,0,0,0,60.0,2,6,2,1988,70,24.5
I Will Possess Your Heart,DEATH CAB FOR CUTIE,0.8353733090000001,0.8904690120000001,100,70,11,0.605,0.619,9.0,-8.971,0.0261,0.423,0.313,0.0732,0.578,133.07399999999998,505773.0,4.0,1,0,0,0,0,72.0,0,0,2,2008,46,21.0
Called Out In The Dark,SNOW PATROL,0.8237510809999999,0.8505504999999999,78,78,1,0.7390000000000001,0.6990000000000001,0.0,-4.631,0.0308,0.0221,6.48e-06,0.0973,0.9620000000000001,120.01799999999999,241933.0,4.0,1,0,0,0,0,75.0,0,1,2,2012,148,20.9
Who Are You When I'm Not Looking,BLAKE SHELTON,0.865599935,0.84863626,99,46,20,0.41200000000000003,0.457,4.0,-9.142000000000001,0.0288,0.409,0.0187,0.0978,0.20199999999999999,74.824,187733.0,4.0,0,0,0,0,7,80.0,0,0,25,2010,75,20.9
Get Me Bodied,BEYONCE,0.8413735640000001,0.839115368,89,89,3,0.865,0.8290000000000001,0.0,-6.981,0.315,0.0673,0.0,0.253,0.6509999999999999,96.51100000000001,205813.0,4.0,0,0,0,22,62,92.0,2,4,16,2007,67,20.9
Our Time Now,PLAIN WHITE T'S,0.83094295,0.837027651,90,90,1,0.585,0.9209999999999999,0.0,-4.45,0.0352,0.0144,6.21e-06,0.368,0.915,102.947,170213.0,4.0,1,0,0,0,0,71.0,1,0,2,2008,74,21.0
Swingin',JOHN ANDERSON,0.809386912,0.695805378,75,43,13,0.655,0.7509999999999999,9.0,-10.689,0.0311,0.066,0.0,0.303,0.746,110.755,178190.0,4.0,0,0,0,0,3,56.0,0,0,1,1983,54,26.8
Shake Up Christmas,TRAIN,0.8848804509999999,0.837722669,99,99,1,0.469,0.813,0.0,-2.9619999999999997,0.0535,0.00256,0.0,0.361,0.583,80.999,233547.0,4.0,0,0,0,1,4,79.0,0,2,9,2011,68,20.9
Stuck,STACIE ORRICO,0.832243053,0.7488054009999999,65,52,11,0.377,0.904,4.0,-3.634,0.307,0.0747,0.0,0.33399999999999996,0.595,200.56599999999997,221587.0,4.0,0,0,0,0,1,53.0,0,0,2,2003,72,20.9
In Love With A Girl,GAVIN DeGRAW,0.8311286609999999,0.9112035909999999,88,24,22,0.439,0.9059999999999999,3.0,-4.8,0.0439,0.0193,0.0,0.373,0.687,161.905,206000.0,4.0,2,0,0,0,1,73.0,0,1,3,2008,46,21.0
Oath,CHER LLOYD featuring BECKY G,0.89808932,0.832229058,73,73,1,0.41200000000000003,0.8640000000000001,5.0,-3.65,0.13,0.0272,0.0,0.0808,0.7190000000000001,113.23,218507.0,5.0,0,0,0,1,7,67.0,0,0,1,2013,102,20.9
One Time,JUSTIN BIEBER,0.9399406090000001,0.899388428,78,17,24,0.7070000000000001,0.833,1.0,-2.553,0.0359,0.0808,4.4200000000000004e-05,0.0778,0.7340000000000001,145.997,215867.0,4.0,0,0,0,1,7,97.0,2,0,23,2009,89,21.0
No Such Thing,JOHN MAYER,0.856731382,0.905143274,65,13,24,0.6679999999999999,0.7390000000000001,4.0,-4.919,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,231467.0,4.0,2,0,0,7,19,86.0,0,0,13,2002,47,20.8
Holding Back The Years,SIMPLY RED,0.8950986040000001,0.8943701070000001,88,1,23,0.7070000000000001,0.514,9.0,-8.885,0.0281,0.58,0.00015900000000000002,0.0953,0.524,86.035,269840.0,4.0,1,0,0,0,3,72.0,2,0,4,1986,95,25.5
Wave On Wave,PAT GREEN,0.814280903,0.80365836,77,39,20,0.6729999999999999,0.759,2.0,-5.156000000000001,0.0257,0.17800000000000002,1.9600000000000002e-05,0.0883,0.419,103.662,244373.0,4.0,0,0,0,0,3,55.0,0,0,2,2003,96,20.9
Tim McGraw,TAYLOR SWIFT,0.891366601,0.8384293140000001,86,40,20,0.546,0.506,0.0,-6.334,0.0269,0.5670000000000001,0.0,0.122,0.39,152.175,232107.0,4.0,0,0,0,10,29,57.77835159,4,14,35,2006,96,21.0
Not Over You,GAVIN DeGRAW,0.9000194890000001,0.91155471,99,18,34,0.63,0.894,10.0,-4.592,0.0544,0.255,0.0,0.18100000000000002,0.364,142.05100000000002,218520.0,4.0,0,0,0,0,1,73.0,0,1,3,2011,109,20.9
Sweetness,JIMMY EAT WORLD,0.84422452,0.809188438,79,75,14,0.491,0.888,5.0,-4.412,0.038,0.004070000000000001,0.0,0.28600000000000003,0.6559999999999999,135.253,220027.0,4.0,0,0,0,0,0,72.0,0,1,1,2002,61,20.8
Poison,ALICE COOPER,0.9130420290000001,0.8016752070000001,66,7,19,0.28,0.9079999999999999,2.0,-5.5089999999999995,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,4.0,0,0,0,0,2,69.0,0,2,17,1989,78,23.9
Must Be Doin' Somethin' Right,BILLY CURRINGTON,0.878303077,0.838270498,100,39,20,0.483,0.625,9.0,-3.8480000000000003,0.027000000000000003,0.203,0.0,0.0484,0.366,167.975,269667.0,4.0,0,0,0,0,0,75.0,0,0,12,2005,145,21.0
Echo,GORILLA ZOE,0.85219848,0.792997637,82,57,9,0.809,0.7440000000000001,0.0,-5.892,0.0434,0.0809,0.0,0.21,0.5720000000000001,107.99,237893.0,4.0,0,0,0,0,0,60.0,0,0,2,2009,67,21.0
Shake Me Down,CAGE THE ELEPHANT,0.8744513270000001,0.8425967529999999,78,78,3,0.457,0.613,9.0,-5.756,0.0295,0.00463,0.00044100000000000004,0.0711,0.132,105.11,211373.0,4.0,0,0,0,1,2,79.0,0,0,2,2011,68,20.9
Like This,MIMS,0.802027527,0.78873752,91,32,20,0.7709999999999999,0.693,7.0,-7.483,0.293,0.0317,0.0,0.342,0.525,97.163,203627.0,4.0,0,0,0,0,0,57.77835159,1,0,1,2007,46,20.9
Control,PUDDLE OF MUDD,0.801699095,0.824783315,75,68,20,0.433,0.914,11.0,-3.4,0.0985,0.00301,0.0,0.29600000000000004,0.635,163.759,230093.0,4.0,0,0,0,0,0,68.0,0,1,4,2001,88,20.9
Real Muthaphuckkin G's,EAZY-E,0.9116357420000001,0.7880435109999999,80,42,16,0.7240000000000001,0.853,11.0,-3.895,0.28300000000000003,0.0164,0.0,0.65,0.775,170.51,332733.0,4.0,0,0,0,0,0,69.0,0,0,3,1993,79,22.2
Do Wah Diddy Diddy,MANFRED MANN,0.806680904,0.8156507340000001,58,1,13,0.6609999999999999,0.557,4.0,-8.244,0.049,0.262,0.0,0.0557,0.9570000000000001,125.445,143400.0,4.0,1,0,0,0,0,56.0,1,0,2,1964,57,21.2
Belly Dancer (Bananza),AKON,0.832677502,0.858029934,98,30,20,0.87,0.6809999999999999,10.0,-6.365,0.11800000000000001,0.0384,2.52e-06,0.805,0.6890000000000001,104.839,238493.0,4.0,0,0,0,0,5,84.0,1,3,3,2005,53,21.0
Never Ending Story,LIMAHL,0.865120839,0.779606232,87,17,19,0.599,0.622,0.0,-13.970999999999998,0.0296,0.359,0.00235,0.114,0.851,122.31200000000001,212173.0,4.0,0,0,0,0,0,48.0,0,0,2,1985,82,26.0
That Should Be Me,JUSTIN BIEBER,0.890085864,0.8238416709999999,92,92,1,0.5329999999999999,0.627,8.0,-5.584,0.0333,0.198,0.0,0.182,0.263,139.91899999999998,232720.0,4.0,0,0,0,1,7,97.0,2,0,23,2010,82,20.9
Never Let Me Down Again,DEPECHE MODE,0.8516252790000001,0.7455347729999999,96,63,10,0.583,0.889,0.0,-6.484,0.0334,0.316,0.0275,0.6990000000000001,0.618,106.07600000000001,288467.0,4.0,0,0,0,0,5,77.0,0,1,14,1987,124,25.0
This One's For The Girls,MARTINA McBRIDE,0.8233885240000001,0.7858951609999999,73,39,20,0.613,0.8009999999999999,8.0,-4.431,0.0354,0.0626,1.15e-05,0.124,0.609,126.96600000000001,243160.0,4.0,0,0,0,0,14,63.0,0,0,17,2003,61,20.9
Everyday Is A Winding Road,SHERYL CROW,0.802143827,0.791007056,13,11,20,0.633,0.675,6.0,-8.163,0.040999999999999995,0.0553,2.6700000000000002e-05,0.102,0.746,112.955,256000.0,4.0,0,0,0,9,31,69.0,0,3,9,1997,141,21.0
Why We Thugs,ICE CUBE,0.81918067,0.805603235,92,92,2,0.6829999999999999,0.59,1.0,-5.422999999999999,0.45799999999999996,0.326,0.0,0.14800000000000002,0.653,100.89200000000001,224107.0,4.0,0,0,0,0,0,76.0,0,0,4,2006,72,21.0
Rock & Roll All Nite,KISS,0.86008323,0.708888525,96,68,6,0.657,0.932,1.0,-5.819,0.0992,0.0551,0.0,0.047,0.888,144.751,168827.0,4.0,0,0,0,0,1,74.0,0,0,21,1975,45,26.7
Rebirth Of Slick (Cool Like Dat),DIGABLE PLANETS,0.8268654209999999,0.802492975,85,15,20,0.884,0.33399999999999996,1.0,-18.942999999999998,0.228,0.0476,0.0588,0.107,0.5710000000000001,98.315,261267.0,4.0,0,0,0,1,2,57.0,0,0,2,1993,67,22.2
I'd Do Anything,SIMPLE PLAN,0.850902623,0.84688109,69,51,12,0.395,0.917,8.0,-6.86,0.133,0.00143,0.0,0.261,0.563,169.088,197640.0,4.0,1,0,0,0,0,74.0,0,0,2,2003,130,20.9
Symphony Of Destruction,MEGADETH,0.864814277,0.785590008,94,71,15,0.61,0.8909999999999999,4.0,-5.452000000000001,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733.0,4.0,0,0,0,1,12,73.0,0,0,1,1992,109,22.6
She Hates Me,PUDDLE OF MUDD,0.838079676,0.865809578,71,13,23,0.575,0.746,4.0,-5.393,0.0326,0.00875,0.0,0.768,0.607,109.789,216640.0,4.0,1,0,0,0,0,68.0,0,1,4,2002,60,20.8
Ever The Same,ROB THOMAS,0.8036113559999999,0.8317599859999999,92,48,20,0.435,0.7290000000000001,1.0,-4.8180000000000005,0.0307,0.0152,2.6300000000000002e-05,0.11,0.524,188.017,256600.0,4.0,0,0,0,3,10,67.0,0,1,5,2006,75,21.0
Teenage Love Affair,ALICIA KEYS,0.8405729,0.865925968,78,54,16,0.608,0.821,11.0,-4.704,0.16899999999999998,0.6559999999999999,0.0,0.204,0.631,87.524,190200.0,4.0,0,0,0,15,29,82.0,2,4,10,2008,54,21.0
Fastest Girl In Town,MIRANDA LAMBERT,0.831160876,0.8570477440000001,94,47,19,0.541,0.9109999999999999,1.0,-3.6,0.0631,0.0205,0.00155,0.275,0.563,145.05700000000002,197600.0,4.0,0,0,0,2,14,72.0,0,0,10,2012,47,20.9
All Around The World,LISA STANSFIELD,0.8445836179999999,0.840582415,78,3,22,0.436,0.914,1.0,-4.6080000000000005,0.192,0.552,1.68e-06,0.0876,0.765,101.211,265760.0,4.0,0,0,0,0,2,61.0,0,1,4,1990,110,23.5
Morning Has Broken,CAT STEVENS,0.823593402,0.844297613,78,6,14,0.44299999999999995,0.324,7.0,-13.135,0.0312,0.614,0.005679999999999999,0.0919,0.386,133.102,200000.0,3.0,1,0,0,0,0,74.0,0,3,6,1972,85,25.3
Lately,TYRESE,0.830551927,0.759511624,80,56,13,0.541,0.701,7.0,-7.287000000000001,0.102,0.0761,0.0,0.0763,0.33399999999999996,80.057,266533.0,4.0,0,0,0,0,6,62.0,0,1,6,1999,88,21.0
True Love,PINK featuring LILY ALLEN,0.8890201609999999,0.868117182,85,53,14,0.457,0.823,9.0,-4.76,0.311,0.00144,0.0,0.10800000000000001,0.578,192.205,230733.0,4.0,0,0,0,3,18,91.0,0,0,1,2013,50,20.9
I'm Like A Lawyer With The Way I'm Always Trying To Get You,FALL OUT BOY,0.818308523,0.8595251190000001,96,68,6,0.513,0.823,1.0,-3.6510000000000002,0.0347,0.00375,1.7199999999999998e-05,0.12,0.502,96.816,211720.0,4.0,0,0,0,0,1,87.0,0,4,12,2007,60,20.9
They Want EFX,DAS EFX,0.817299685,0.782956564,88,25,20,0.755,0.45899999999999996,5.0,-12.84,0.358,0.115,0.0,0.0851,0.597,98.454,221400.0,4.0,0,0,0,0,0,54.0,0,0,4,1992,65,22.6
Can't Tell Me Nothing,KANYE WEST,0.9010938279999999,0.886999865,96,41,17,0.594,0.614,5.0,-6.091,0.0536,0.0121,0.0,0.823,0.10099999999999999,79.968,271600.0,4.0,2,0,0,21,68,93.0,1,2,15,2007,81,20.9
Life Ain't Always Beautiful,GARY ALLAN,0.80512661,0.808634264,96,61,16,0.445,0.51,2.0,-7.57,0.0255,0.184,0.00023199999999999997,0.107,0.28,85.964,224613.0,4.0,0,0,0,0,0,66.0,0,0,11,2006,123,21.0
Undone - The Sweater Song,WEEZER,0.853410827,0.825807992,93,57,16,0.45,0.652,6.0,-5.541,0.0276,0.00556,0.000786,0.0933,0.514,80.128,304987.0,4.0,0,0,0,1,2,79.0,0,1,4,1994,99,21.8
